example_id                                                   | status | run_time        |
./spec/features/user_pages_spec.rb[1:5:2:2]                  | passed | 0.04199 seconds |
./spec/features/user_pages_spec.rb[1:5:2:3]                  | passed | 0.03927 seconds |
./spec/helpers/application_helper_spec.rb[1:1]               | passed | 0.00079 seconds |
./spec/helpers/application_helper_spec.rb[1:2]               | passed | 0.00093 seconds |
./spec/models/relationship_spec.rb[1:1]                      | passed | 0.01084 seconds |
./spec/models/relationship_spec.rb[1:2:1]                    | passed | 0.01017 seconds |
./spec/models/relationship_spec.rb[1:2:2]                    | passed | 0.0086 seconds  |
./spec/models/relationship_spec.rb[1:2:3]                    | passed | 0.01116 seconds |
./spec/models/relationship_spec.rb[1:3:1]                    | passed | 0.01299 seconds |
./spec/models/relationship_spec.rb[1:4:1]                    | passed | 0.01223 seconds |
./spec/models/tweet_spec.rb[1:1]                             | passed | 0.00512 seconds |
./spec/models/tweet_spec.rb[1:2]                             | passed | 0.00513 seconds |
./spec/models/tweet_spec.rb[1:3]                             | passed | 0.00668 seconds |
./spec/models/tweet_spec.rb[1:4]                             | passed | 0.00613 seconds |
./spec/models/tweet_spec.rb[1:5]                             | passed | 0.02703 seconds |
./spec/models/tweet_spec.rb[1:6:1]                           | passed | 0.00566 seconds |
./spec/models/tweet_spec.rb[1:7:1]                           | passed | 0.9608 seconds  |
./spec/models/tweet_spec.rb[1:8:1]                           | passed | 0.00652 seconds |
./spec/models/user_spec.rb[1:1]                              | passed | 0.00184 seconds |
./spec/models/user_spec.rb[1:2]                              | passed | 0.00164 seconds |
./spec/models/user_spec.rb[1:3]                              | passed | 0.00194 seconds |
./spec/models/user_spec.rb[1:4]                              | passed | 0.00151 seconds |
./spec/models/user_spec.rb[1:5]                              | passed | 0.00251 seconds |
./spec/models/user_spec.rb[1:6]                              | passed | 0.00216 seconds |
./spec/models/user_spec.rb[1:7]                              | passed | 0.00163 seconds |
./spec/models/user_spec.rb[1:8]                              | passed | 0.00164 seconds |
./spec/models/user_spec.rb[1:9]                              | passed | 0.00173 seconds |
./spec/models/user_spec.rb[1:10]                             | passed | 0.00166 seconds |
./spec/models/user_spec.rb[1:11]                             | passed | 0.002 seconds   |
./spec/models/user_spec.rb[1:12]                             | passed | 0.00164 seconds |
./spec/models/user_spec.rb[1:13]                             | passed | 0.00168 seconds |
./spec/models/user_spec.rb[1:14]                             | passed | 0.00184 seconds |
./spec/models/user_spec.rb[1:15]                             | passed | 0.002 seconds   |
./spec/models/user_spec.rb[1:16]                             | passed | 0.0026 seconds  |
./spec/models/user_spec.rb[1:17]                             | passed | 0.00345 seconds |
./spec/models/user_spec.rb[1:18:1]                           | passed | 0.00406 seconds |
./spec/models/user_spec.rb[1:19:1]                           | passed | 0.00414 seconds |
./spec/models/user_spec.rb[1:20:1]                           | passed | 0.01015 seconds |
./spec/models/user_spec.rb[1:21:1]                           | passed | 0.00587 seconds |
./spec/models/user_spec.rb[1:22:1]                           | passed | 0.00823 seconds |
./spec/models/user_spec.rb[1:23:1]                           | passed | 0.00349 seconds |
./spec/models/user_spec.rb[1:24:1]                           | passed | 0.0044 seconds  |
./spec/models/user_spec.rb[1:25:1]                           | passed | 0.00546 seconds |
./spec/models/user_spec.rb[1:26:1:1]                         | passed | 0.0064 seconds  |
./spec/models/user_spec.rb[1:26:2:1]                         | passed | 0.00659 seconds |
./spec/models/user_spec.rb[1:26:2:2]                         | passed | 0.00786 seconds |
./spec/models/user_spec.rb[1:27:1]                           | passed | 0.00491 seconds |
./spec/models/user_spec.rb[1:28:1]                           | passed | 0.01015 seconds |
./spec/models/user_spec.rb[1:28:2]                           | passed | 0.01359 seconds |
./spec/models/user_spec.rb[1:28:3:1]                         | passed | 0.03429 seconds |
./spec/models/user_spec.rb[1:29:1]                           | passed | 0.0197 seconds  |
./spec/models/user_spec.rb[1:29:2]                           | passed | 0.01516 seconds |
./spec/models/user_spec.rb[1:29:3:1]                         | passed | 0.0122 seconds  |
